date,region,order_number,quota_category,country,quota_limit_t,quota_allocated_t,pct_allocated,balance_remaining_t,pct_remaining,awaiting_allocation_t,validity_start,validity_end,status,scrape_status
2026-07-15,EU,099731,Stainless Cold Rolled Sheets and Strips - 9,Switzerland,409.05,51.81,12.67,357.24,87.33,51.81,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099732,Stainless Hot Rolled Quarto Plates - 10,FTA Quota – Other countries,271.23,0.2,0.07,271.03,99.93,0.2,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099733,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,FTA Quota – Other countries,10862.95,208.87,1.92,10654.08,98.08,208.87,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099734,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,Brazil,3046.26,118.68,3.9,2927.58,96.1,118.68,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099735,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,Egypt,2552.66,0.87,0.03,2551.79,99.97,0.87,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099736,Rebars - 13,FTA Quota – Other countries,9574.81,0.0,0.0,9574.81,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099737,Stainless Bars and Light Sections - 14,FTA Quota – Other countries,708.72,66.67,9.41,642.05,90.59,66.67,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099738,Stainless Wire Rod - 15,FTA Quota – Other countries,145.69,24.22,16.63,121.47,83.37,24.22,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099739,Non Alloy and Other Alloy Wire Rod - 16,FTA Quota – Other countries,34610.24,5181.09,14.97,29429.15,85.03,5181.09,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099740,Non Alloy and Other Alloy Wire Rod - 16,Korea,2833.69,0.0,0.0,2833.69,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099741,Non Alloy and Other Alloy Wire Rod - 16,Japan,1323.5,282.32,21.33,1041.18,78.67,282.32,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099742,"Angles, Shapes and Sections of Iron or Non Alloy Steel - 17",FTA Quota – Other countries,1073.81,27.64,2.57,1046.17,97.43,27.64,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099743,"Angles, Shapes and Sections of Iron or Non Alloy Steel - 17",Korea,1251.71,1.9,0.15,1249.81,99.85,1.9,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099744,Sheet Piling - 18,FTA Quota – Other countries,1445.52,3.09,0.21,1442.43,99.79,3.09,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099745,Railway Material - 19,FTA Quota – Other countries,152.35,0.0,0.0,152.35,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099746,Gas Pipes - 20,FTA Quota – Other countries,1731.37,70.77,4.09,1660.6,95.91,70.77,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099747,Hollow Sections - 21,FTA Quota – Other countries,5149.92,2442.49,47.43,2707.43,52.57,2442.49,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099748,Hollow Sections - 21,Switzerland,705.94,66.9,9.48,639.04,90.52,66.9,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099749,Seamless Stainless Tubes and Pipes - 22,FTA Quota – Other countries,446.75,28.24,6.32,418.51,93.68,28.24,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099750,Seamless Stainless Tubes and Pipes - 22,Japan,178.57,178.57,100.0,0.0,0.0,197.54,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099751,Other Seamless Tubes - 24,FTA Quota – Other countries,11895.7,1615.67,13.58,10280.03,86.42,1615.67,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099752,Other Seamless Tubes - 24,Argentina,1258.1,22.79,1.81,1235.31,98.19,22.79,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099753,Other Seamless Tubes - 24,Singapore,110.77,0.23,0.2,110.55,99.8,0.23,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099754,Large welded tubes - 25.A,FTA Quota – Other countries,584.19,0.0,0.0,584.19,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099755,Large welded tubes - 25.B,FTA Quota – Other countries,1436.41,0.2,0.01,1436.2,99.99,0.2,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099756,Large welded tubes - 25.B,Singapore,21.07,0.0,0.0,21.07,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099757,Other Welded Pipes - 26,FTA Quota – Other countries,4282.85,866.09,20.22,3416.76,79.78,866.09,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099758,Other Welded Pipes - 26,Singapore,11.18,4.44,39.7,6.74,60.3,4.44,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099759,Non-alloy and other alloy cold finished bars - 27,FTA Quota – Other countries,2222.43,204.96,9.22,2017.47,90.78,204.96,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099760,Non Alloy Wire - 28,FTA Quota – Other countries,8489.22,217.4,2.56,8271.82,97.44,217.4,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099801,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Türkiye,160573.74,160573.74,100.0,0.0,0.0,376686.88,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099802,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Japan,137884.78,10.74,0.01,137874.04,99.99,10.74,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099803,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,India,149318.61,101924.69,68.26,47393.92,31.74,101924.69,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099804,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Taiwan,69730.64,1957.45,2.81,67773.19,97.19,1957.45,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099805,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Ukraine,120882.35,33131.18,27.41,87751.17,72.59,33131.18,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099806,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Korea,115457.52,34974.03,30.29,80483.49,69.71,34974.03,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099807,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Viet Nam,103743.08,23153.81,22.32,80589.27,77.68,23153.81,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099808,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Egypt,101232.21,1827.71,1.81,99404.49,98.19,1827.71,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099809,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Serbia,64523.65,6386.13,9.9,58137.52,90.1,6386.13,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099810,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Australia,11830.05,24.59,0.21,11805.46,99.79,24.59,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099811,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Saudi Arabia,9545.08,0.0,0.0,9545.08,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099812,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.A,Kazakhstan,2377.67,28.37,1.19,2349.3,98.81,28.37,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099813,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.B,United Kingdom,526.03,97.86,18.6,428.17,81.4,97.86,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099814,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.B,United States,127.34,101.86,79.99,25.48,20.01,101.86,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099815,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.B,Japan,243.93,13.18,5.4,230.75,94.6,13.18,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099816,Non Alloy and Other Alloy Hot Rolled Sheets and Strips - 1.B,China,35.59,0.0,0.0,35.59,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099817,Non Alloy and Other Alloy Cold Rolled Sheets - 2,Taiwan,33586.54,46.24,0.14,33540.3,99.86,46.24,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099818,Non Alloy and Other Alloy Cold Rolled Sheets - 2,India,67493.58,2304.0,3.41,65189.58,96.59,2304.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099819,Non Alloy and Other Alloy Cold Rolled Sheets - 2,Korea,63652.67,28818.87,45.28,34833.8,54.72,28818.87,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099820,Non Alloy and Other Alloy Cold Rolled Sheets - 2,Türkiye,60152.91,19408.28,32.26,40744.63,67.74,19408.28,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099821,Non Alloy and Other Alloy Cold Rolled Sheets - 2,United Kingdom,19834.63,70.18,0.35,19764.45,99.65,70.18,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099822,Non Alloy and Other Alloy Cold Rolled Sheets - 2,Japan,29457.81,129.7,0.44,29328.11,99.56,129.7,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099823,Non Alloy and Other Alloy Cold Rolled Sheets - 2,Ukraine,26549.48,8269.39,31.15,18280.1,68.85,8269.39,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099824,Electrical Sheets (other than GOES) - 3.A,Japan,77.95,0.0,0.0,77.95,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099825,Electrical Sheets (other than GOES) - 3.A,United Kingdom,19.56,0.0,0.0,19.56,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099826,Electrical Sheets (other than GOES) - 3.A,China,4.98,0.0,0.0,4.98,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099827,Electrical Sheets (other than GOES) - 3.A,Türkiye,8.69,0.0,0.0,8.69,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099828,Electrical Sheets (other than GOES) - 3.B,China,11837.81,11837.81,100.0,0.0,0.0,35012.73,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099829,Electrical Sheets (other than GOES) - 3.B,Taiwan,5166.66,0.0,0.0,5166.66,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099830,Electrical Sheets (other than GOES) - 3.B,Korea,15495.38,16.98,0.11,15478.4,99.89,16.98,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099831,Electrical Sheets (other than GOES) - 3.B,Viet Nam,6925.39,0.0,0.0,6925.39,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099832,Metallic Coated Sheets - 4.A,Viet Nam,117496.92,19100.67,16.26,98396.25,83.74,19100.67,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099833,Metallic Coated Sheets - 4.A,Taiwan,33783.39,17522.97,51.87,16260.42,48.13,17522.97,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099834,Metallic Coated Sheets - 4.A,Türkiye,63925.33,63925.33,100.0,0.0,0.0,118615.53,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099835,Metallic Coated Sheets - 4.A,India,58295.85,2980.38,5.11,55315.47,94.89,2980.38,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099836,Metallic Coated Sheets - 4.A,Korea,26119.93,12601.94,48.25,13517.99,51.75,12601.94,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099837,Metallic Coated Sheets - 4.B,Korea,110698.86,45690.1,41.27,65008.76,58.73,45690.1,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099838,Metallic Coated Sheets - 4.B,China,45749.21,45749.21,100.0,0.0,0.0,97213.49,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099839,Metallic Coated Sheets - 4.B,United Kingdom,34302.33,344.76,1.01,33957.57,98.99,344.76,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099840,Metallic Coated Sheets - 4.B,Türkiye,26019.96,26019.96,100.0,0.0,0.0,57044.4,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099841,Metallic Coated Sheets - 4.B,India,25510.91,281.73,1.1,25229.18,98.9,281.73,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099842,Organic Coated Sheets - 5,India,54334.43,47310.62,87.07,7023.81,12.93,47310.62,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099843,Organic Coated Sheets - 5,Korea,41828.13,41828.13,100.0,0.0,0.0,64047.13,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099844,Organic Coated Sheets - 5,Viet Nam,12605.9,7836.45,62.16,4769.45,37.84,7836.45,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099845,Organic Coated Sheets - 5,Türkiye,11568.94,11568.94,100.0,0.0,0.0,12459.27,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099846,Organic Coated Sheets - 5,Taiwan,5322.29,3559.53,66.88,1762.77,33.12,3559.53,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099847,Organic Coated Sheets - 5,United Kingdom,7995.14,1020.7,12.77,6974.44,87.23,1020.7,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099848,Tin Mill products - 6,China,38352.2,2120.26,5.53,36231.94,94.47,2120.26,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099849,Tin Mill products - 6,Serbia,15211.06,1651.3,10.86,13559.76,89.14,1651.3,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099850,Tin Mill products - 6,United Kingdom,15618.02,1966.6,12.59,13651.42,87.41,1966.6,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099851,Tin Mill products - 6,Türkiye,14278.53,2462.35,17.25,11816.18,82.75,2462.35,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099852,Tin Mill products - 6,Korea,13880.42,5371.71,38.7,8508.71,61.3,5371.71,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099853,Tin Mill products - 6,India,11752.33,5289.93,45.01,6462.4,54.99,5289.93,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099854,Non Alloy and Other Alloy Quarto Plates - 7,Korea,79917.56,63714.31,79.73,16203.25,20.27,63714.31,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099855,Non Alloy and Other Alloy Quarto Plates - 7,Indonesia,53152.58,28793.83,54.17,24358.75,45.83,28793.83,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099856,Non Alloy and Other Alloy Quarto Plates - 7,India,52709.57,3.14,0.01,52706.43,99.99,3.14,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099857,Non Alloy and Other Alloy Quarto Plates - 7,Japan,23294.11,0.12,0.0,23293.99,100.0,0.12,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099858,Non Alloy and Other Alloy Quarto Plates - 7,North Macedonia,20671.86,4359.27,21.09,16312.58,78.91,4359.27,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099859,Non Alloy and Other Alloy Quarto Plates - 7,United Kingdom,8284.85,2230.23,26.92,6054.62,73.08,2230.23,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099860,Stainless Hot Rolled Sheets and Strips - 8,Taiwan,4995.96,2884.27,57.73,2111.69,42.27,2884.27,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099861,Stainless Hot Rolled Sheets and Strips - 8,Indonesia,8960.7,0.0,0.0,8960.7,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099862,Stainless Hot Rolled Sheets and Strips - 8,India,6504.78,972.25,14.95,5532.53,85.05,972.25,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099863,Stainless Hot Rolled Sheets and Strips - 8,China,2378.85,43.48,1.83,2335.37,98.17,43.48,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099864,Stainless Hot Rolled Sheets and Strips - 8,Korea,5183.78,3085.69,59.53,2098.09,40.47,3085.69,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099865,Stainless Hot Rolled Sheets and Strips - 8,Türkiye,3431.79,1.31,0.04,3430.47,99.96,1.31,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099866,Stainless Hot Rolled Sheets and Strips - 8,South Africa,3021.64,360.84,11.94,2660.8,88.06,360.84,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099867,Stainless Cold Rolled Sheets and Strips - 9,Taiwan,13246.22,201.2,1.52,13045.02,98.48,201.2,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099868,Stainless Cold Rolled Sheets and Strips - 9,China,10107.74,539.5,5.34,9568.24,94.66,539.5,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099869,Stainless Cold Rolled Sheets and Strips - 9,Korea,25471.04,2629.01,10.32,22842.03,89.68,2629.01,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099870,Stainless Cold Rolled Sheets and Strips - 9,Türkiye,17259.54,3279.76,19.0,13979.78,81.0,3279.76,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099871,Stainless Cold Rolled Sheets and Strips - 9,South Africa,13151.64,2669.9,20.3,10481.74,79.7,2669.9,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099872,Stainless Cold Rolled Sheets and Strips - 9,Viet Nam,10963.33,1112.64,10.15,9850.69,89.85,1112.64,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099873,Stainless Cold Rolled Sheets and Strips - 9,India,9513.44,601.11,6.32,8912.33,93.68,601.11,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099874,Stainless Hot Rolled Quarto Plates - 10,China,928.49,7.99,0.86,920.5,99.14,7.99,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099875,Stainless Hot Rolled Quarto Plates - 10,India,1497.03,495.96,33.13,1001.07,66.87,495.96,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099876,Stainless Hot Rolled Quarto Plates - 10,Korea,515.2,19.03,3.69,496.17,96.31,19.03,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099877,Stainless Hot Rolled Quarto Plates - 10,South Africa,494.45,28.82,5.83,465.63,94.17,28.82,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099878,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,China,39484.18,11785.85,29.85,27698.33,70.15,11785.85,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099879,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,Türkiye,60495.57,10981.47,18.15,49514.1,81.85,10981.47,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099880,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,United Kingdom,26097.89,2080.18,7.97,24017.71,92.03,2080.18,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099881,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,Switzerland,24360.31,3808.11,15.63,20552.21,84.37,3808.11,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099882,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,Korea,14043.12,1269.9,9.04,12773.22,90.96,1269.9,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099883,Non Alloy and Other Alloy Merchant Bars and Light Sections - 12,North Macedonia,13617.58,2132.31,15.66,11485.27,84.34,2132.31,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099884,Rebars - 13,Türkiye,59919.02,59919.02,100.0,0.0,0.0,106968.34,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099885,Rebars - 13,Egypt,36091.95,11313.03,31.35,24778.92,68.65,11313.03,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099886,Rebars - 13,Algeria,15940.36,7460.72,46.8,8479.64,53.2,7460.72,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099887,Rebars - 13,Moldova,9929.78,0.0,0.0,9929.78,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099888,Rebars - 13,China,5054.03,81.22,1.61,4972.81,98.39,81.22,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099889,Rebars - 13,Ukraine,16927.54,3472.36,20.51,13455.18,79.49,3472.36,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099890,Stainless Bars and Light Sections - 14,India,23139.2,23139.2,100.0,0.0,0.0,30352.52,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099891,Stainless Bars and Light Sections - 14,Switzerland,2696.52,452.56,16.78,2243.95,83.22,452.56,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099892,Stainless Bars and Light Sections - 14,United Kingdom,2029.23,353.35,17.41,1675.88,82.59,353.35,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099893,Stainless Bars and Light Sections - 14,China,896.35,348.33,38.86,548.02,61.14,348.33,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099894,Stainless Wire Rod - 15,India,4693.08,1478.2,31.5,3214.88,68.5,1478.2,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099895,Stainless Wire Rod - 15,Taiwan,1076.23,5.29,0.49,1070.94,99.51,5.29,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099896,Stainless Wire Rod - 15,Korea,1303.11,554.27,42.53,748.84,57.47,554.27,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099897,Stainless Wire Rod - 15,United Kingdom,998.52,86.71,8.68,911.81,91.32,86.71,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099898,Stainless Wire Rod - 15,China,343.53,0.0,0.0,343.53,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099899,Stainless Wire Rod - 15,Japan,600.0,536.64,89.44,63.36,10.56,536.64,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099900,Non Alloy and Other Alloy Wire Rod - 16,Türkiye,61147.25,61147.25,100.0,0.0,0.0,93634.51,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099901,Non Alloy and Other Alloy Wire Rod - 16,Malaysia,21670.85,0.0,0.0,21670.85,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099902,Non Alloy and Other Alloy Wire Rod - 16,United Kingdom,43849.88,3676.82,8.39,40173.06,91.61,3676.82,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099903,Non Alloy and Other Alloy Wire Rod - 16,Ukraine,47286.26,20091.49,42.49,27194.77,57.51,20091.49,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099904,Non Alloy and Other Alloy Wire Rod - 16,Switzerland,40548.83,10858.51,26.78,29690.32,73.22,10858.51,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099905,Non Alloy and Other Alloy Wire Rod - 16,Viet Nam,24271.66,8883.1,36.6,15388.56,63.4,8883.1,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099906,Non Alloy and Other Alloy Wire Rod - 16,Moldova,23959.81,21.91,0.09,23937.9,99.91,21.91,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099907,Non Alloy and Other Alloy Wire Rod - 16,Egypt,21678.72,16463.03,75.94,5215.69,24.06,16463.03,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099908,"Angles, Shapes and Sections of Iron or Non Alloy Steel - 17",Türkiye,13455.55,9341.07,69.42,4114.48,30.58,9341.07,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099909,"Angles, Shapes and Sections of Iron or Non Alloy Steel - 17",United Kingdom,5964.05,203.11,3.41,5760.94,96.59,203.11,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099910,"Angles, Shapes and Sections of Iron or Non Alloy Steel - 17",Switzerland,2590.81,0.0,0.0,2590.81,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099911,"Angles, Shapes and Sections of Iron or Non Alloy Steel - 17",United Arab Emirates,1491.1,0.0,0.0,1491.1,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099912,Sheet Piling - 18,China,2480.61,2480.61,100.0,0.0,0.0,6406.14,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099913,Sheet Piling - 18,United Arab Emirates,903.08,900.95,99.76,2.13,0.24,900.95,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099914,Sheet Piling - 18,United Kingdom,1666.94,12.25,0.73,1654.69,99.27,12.25,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099915,Railway Material - 19,United Kingdom,1758.07,115.51,6.57,1642.56,93.43,115.51,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099916,Railway Material - 19,Türkiye,1280.1,449.02,35.08,831.08,64.92,449.02,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099917,Railway Material - 19,China,421.09,250.03,59.38,171.06,40.62,250.03,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099918,Gas Pipes - 20,Türkiye,28163.03,28163.03,100.0,0.0,0.0,50010.5,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099919,Gas Pipes - 20,India,10036.89,10036.89,100.0,0.0,0.0,14134.22,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099920,Gas Pipes - 20,United Arab Emirates,2521.72,24.63,0.98,2497.09,99.02,24.63,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099921,Gas Pipes - 20,North Macedonia,3636.32,2239.33,61.58,1396.99,38.42,2239.33,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099922,Gas Pipes - 20,United Kingdom,3264.36,707.0,21.66,2557.36,78.34,707.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099923,Hollow Sections - 21,Türkiye,59849.63,59849.63,100.0,0.0,0.0,91882.29,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099924,Hollow Sections - 21,United Kingdom,22227.12,3611.26,16.25,18615.87,83.75,3611.26,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099925,Hollow Sections - 21,North Macedonia,10958.74,10208.87,93.16,749.87,6.84,10208.87,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099926,Hollow Sections - 21,China,3680.24,3206.53,87.13,473.71,12.87,3206.53,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099927,Hollow Sections - 21,Ukraine,6640.34,4351.86,65.54,2288.48,34.46,4351.86,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099928,Seamless Stainless Tubes and Pipes - 22,India,3832.13,3832.13,100.0,0.0,0.0,4338.91,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099929,Seamless Stainless Tubes and Pipes - 22,Ukraine,1631.12,591.15,36.24,1039.97,63.76,591.15,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099930,Seamless Stainless Tubes and Pipes - 22,China,268.27,97.98,36.52,170.29,63.48,97.98,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099931,Seamless Stainless Tubes and Pipes - 22,Korea,598.03,45.83,7.66,552.21,92.34,45.83,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099932,Other Seamless Tubes - 24,China,13158.84,13158.84,100.0,0.0,0.0,22265.24,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099933,Other Seamless Tubes - 24,Ukraine,20167.62,7421.54,36.8,12746.08,63.2,7421.54,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099934,Other Seamless Tubes - 24,Brazil,7756.96,1401.66,18.07,6355.3,81.93,1401.66,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099935,Large welded tubes - 25.A,Türkiye,1947.08,0.0,0.0,1947.08,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099936,Large welded tubes - 25.A,Israel,834.24,0.0,0.0,834.24,100.0,0.0,2026-07-01,2026-09-30,,ok
2026-07-15,EU,099937,Large welded tubes - 25.A,China,662.75,215.93,32.58,446.82,67.42,215.93,2026-07-01,2026-09-30,,ok
